-0.021390947	0.07800933	0.005999505	-0.068607986	-0.042779375	0.057348575	-0.014078492	-0.07643024	0.0038563886	0.025447505	-0.016061343	0.022223568	0.011591134	-0.07503964	0.0367371	0.02211431
0.014501861	0.1595423	0.0691313	-0.12069184	-0.06276798	0.029273577	0.085571066	0.08331282	-0.06785796	-0.035050876	-0.11621098	-0.050745446	-0.10489795	-0.17178507	0.14884533	0.07827729
-0.010863459	0.17710103	0.11720213	-0.14097813	-0.05110652	0.15869978	0.07350174	0.117901534	-0.10266562	-0.07096148	-0.24761857	-0.090729	-0.16163082	-0.21430747	0.27862498	0.17149875
0.29857635	-0.40102315	-0.27450612	0.35817096	0.4257296	-0.4513635	-0.4494688	0.25639015	0.46166962	0.30081835	0.28498825	0.38305804	0.3751387	0.5075587	-0.5655005	-0.39208946
0.09544484	-0.01378906	-0.05610772	0.027368676	0.057303675	-0.023805298	-0.06512744	0.25515062	0.037819315	0.020638704	-0.06058837	0.04612586	-0.011393803	0.035518065	-0.017796673	0.024907973
-0.009864597	0.039579384	0.06907401	-0.12027905	-0.0045022685	0.04753503	0.084954634	0.07592805	-0.048745822	-0.021694593	-0.041339904	-0.04640392	-0.11568795	-0.06360112	0.08766334	0.07671184
0.31829882	-0.48238525	-0.3192086	0.30628854	0.40066555	-0.4548434	-0.42073706	0.17568555	0.44743177	0.29904094	0.33176264	0.42639974	0.41043395	0.44261113	-0.48106605	-0.44509098
0.01998592	0.06174299	0.06690771	-0.08622763	-0.030807765	-0.0128677925	0.05271792	0.16423137	0.0014076849	0.02335347	-0.09687173	-0.016688352	-0.10599831	-0.025472105	0.070999585	0.05615738
0.3131289	-0.3868384	-0.339569	0.22314115	0.41821885	-0.40453637	-0.3631116	0.21959758	0.31455868	0.2973623	0.25799832	0.299895	0.28606617	0.4796924	-0.4902457	-0.3301285
0.021855569	0.042949904	0.0038503732	0.0018053295	-0.03220751	-0.02011554	0.010501912	-0.054379307	0.0037361798	0.025547527	0.0046281326	-0.013031474	0.017305156	-0.030803092	0.024125721	-0.03324816
0.3343923	-0.46942434	-0.35919604	0.3031905	0.43797272	-0.3884284	-0.43291438	0.16614512	0.40679437	0.31372702	0.32724226	0.36788243	0.40253958	0.45170167	-0.5278655	-0.4347891
